candidate_id,relative_path,filename,extension,width,height,channels,file_size,raw_sha256,mission,instrument,sol,source_id,product_id,sequence_id,source_metadata_status,readable,quality_flags,duplicate_candidate_group,notes
ie1_train_boulder_curiosity_100_MAST_107_jpg.rf.342396a1210d7238af2e29a7f2b8ccfb.jpg_06a30bda6332,train/boulder/curiosity_100_MAST_107_jpg.rf.342396a1210d7238af2e29a7f2b8ccfb.jpg,curiosity_100_MAST_107_jpg.rf.342396a1210d7238af2e29a7f2b8ccfb.jpg,.jpg,640,640,3,57201,06a30bda63325127151987d5675ed6508dcf96d46b3ed54bd23af83cdb01b53b,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_107,curiosity_100_mast_107,UNKNOWN,partial,true,path_folder_boulder,sha_06a30bda63325127,
ie1_train_boulder_curiosity_100_MAST_109_jpg.rf.670078936c226a56c0e739a13bdfdb03.jpg_11bb28a9942b,train/boulder/curiosity_100_MAST_109_jpg.rf.670078936c226a56c0e739a13bdfdb03.jpg,curiosity_100_MAST_109_jpg.rf.670078936c226a56c0e739a13bdfdb03.jpg,.jpg,640,640,3,82787,11bb28a9942bb141d80e5e9e867de3cc52fc84f2a99d7796c27e36da7dbb4472,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_109,curiosity_100_mast_109,UNKNOWN,partial,true,path_folder_boulder,sha_11bb28a9942bb141,
ie1_train_boulder_curiosity_100_MAST_110_jpg.rf.1200c471d79f318c0d81239c4dcf944c.jpg_6544fefcf3eb,train/boulder/curiosity_100_MAST_110_jpg.rf.1200c471d79f318c0d81239c4dcf944c.jpg,curiosity_100_MAST_110_jpg.rf.1200c471d79f318c0d81239c4dcf944c.jpg,.jpg,640,640,3,81534,6544fefcf3eb70f935ffa0d67a8e83945b56e5a6210029f20631bdda7036233f,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_110,curiosity_100_mast_110,UNKNOWN,partial,true,path_folder_boulder,sha_6544fefcf3eb70f9,
ie1_train_boulder_curiosity_100_MAST_111_jpg.rf.e3357f516df529abfdc94d3d1b2bdd39.jpg_6ee58bd09743,train/boulder/curiosity_100_MAST_111_jpg.rf.e3357f516df529abfdc94d3d1b2bdd39.jpg,curiosity_100_MAST_111_jpg.rf.e3357f516df529abfdc94d3d1b2bdd39.jpg,.jpg,640,640,3,81505,6ee58bd0974390dbb2959b115d11d5b0a34c63d3be85a269f885785379adcbf9,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_111,curiosity_100_mast_111,UNKNOWN,partial,true,path_folder_boulder,sha_6ee58bd0974390db,
ie1_train_boulder_curiosity_100_MAST_241_jpg.rf.42a3fc75197aba6c09e692c392b14026.jpg_bbdbba0383d3,train/boulder/curiosity_100_MAST_241_jpg.rf.42a3fc75197aba6c09e692c392b14026.jpg,curiosity_100_MAST_241_jpg.rf.42a3fc75197aba6c09e692c392b14026.jpg,.jpg,640,640,3,43536,bbdbba0383d33b72eb360c743f4b82a2953e4cd5b911a7e8c7bad99bcb8afc6c,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_241,curiosity_100_mast_241,UNKNOWN,partial,true,path_folder_boulder,sha_bbdbba0383d33b72,
ie1_train_boulder_curiosity_100_MAST_242_jpg.rf.0322e61a1d5c105415cbd290024b6b03.jpg_6489e5d417c9,train/boulder/curiosity_100_MAST_242_jpg.rf.0322e61a1d5c105415cbd290024b6b03.jpg,curiosity_100_MAST_242_jpg.rf.0322e61a1d5c105415cbd290024b6b03.jpg,.jpg,640,640,3,45201,6489e5d417c9361d85272187424a7dbb0bdf0d2f6e783909bf95cfff5322fbbc,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_242,curiosity_100_mast_242,UNKNOWN,partial,true,path_folder_boulder,sha_6489e5d417c9361d,
ie1_train_boulder_curiosity_100_MAST_243_jpg.rf.3fb6a9ef4e2b12a961e163114443ff87.jpg_a3eb28715a78,train/boulder/curiosity_100_MAST_243_jpg.rf.3fb6a9ef4e2b12a961e163114443ff87.jpg,curiosity_100_MAST_243_jpg.rf.3fb6a9ef4e2b12a961e163114443ff87.jpg,.jpg,640,640,3,44616,a3eb28715a7866c9adfcd1b7d03897bc10fe3fce18aec8209380bb4e6f48d5d1,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_243,curiosity_100_mast_243,UNKNOWN,partial,true,path_folder_boulder,sha_a3eb28715a7866c9,
ie1_train_boulder_curiosity_100_MAST_244_jpg.rf.66fc0d21328b631a28e521f863defbb4.jpg_ac3a60c87350,train/boulder/curiosity_100_MAST_244_jpg.rf.66fc0d21328b631a28e521f863defbb4.jpg,curiosity_100_MAST_244_jpg.rf.66fc0d21328b631a28e521f863defbb4.jpg,.jpg,640,640,3,44804,ac3a60c873507155208a17d1d69671da0060dfb3fb0bd051d046332024587c37,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_244,curiosity_100_mast_244,UNKNOWN,partial,true,path_folder_boulder,sha_ac3a60c873507155,
ie1_train_boulder_curiosity_100_MAST_245_jpg.rf.45ced0c525a481a544f9bed8546a5372.jpg_8262262f3f5a,train/boulder/curiosity_100_MAST_245_jpg.rf.45ced0c525a481a544f9bed8546a5372.jpg,curiosity_100_MAST_245_jpg.rf.45ced0c525a481a544f9bed8546a5372.jpg,.jpg,640,640,3,25270,8262262f3f5aa63367f8640610a8e2b6d25deba867f8f872ffa0e67fe8d004e6,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_245,curiosity_100_mast_245,UNKNOWN,partial,true,path_folder_boulder,sha_8262262f3f5aa633,
ie1_train_boulder_curiosity_100_MAST_247_jpg.rf.108e091fd7c35118a8dc98ea273c2c3b.jpg_700563aa35aa,train/boulder/curiosity_100_MAST_247_jpg.rf.108e091fd7c35118a8dc98ea273c2c3b.jpg,curiosity_100_MAST_247_jpg.rf.108e091fd7c35118a8dc98ea273c2c3b.jpg,.jpg,640,640,3,46137,700563aa35aa3d5967ce497a966e2695cfaee32a2263e550af3d25d9f6bb2669,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_247,curiosity_100_mast_247,UNKNOWN,partial,true,path_folder_boulder,sha_700563aa35aa3d59,
ie1_train_boulder_curiosity_100_MAST_250_jpg.rf.86dbc77cfe46d0c5243e40cbffe0785a.jpg_879bfe35b3fd,train/boulder/curiosity_100_MAST_250_jpg.rf.86dbc77cfe46d0c5243e40cbffe0785a.jpg,curiosity_100_MAST_250_jpg.rf.86dbc77cfe46d0c5243e40cbffe0785a.jpg,.jpg,640,640,3,32764,879bfe35b3fdd964cd03b0320c79ddbda829f8128a85646c8b32416b38a1da92,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_250,curiosity_100_mast_250,UNKNOWN,partial,true,path_folder_boulder,sha_879bfe35b3fdd964,
ie1_train_boulder_curiosity_100_MAST_93_jpg.rf.92e307d02ef6f4fbfc529bef89334317.jpg_f1dabc3dc09c,train/boulder/curiosity_100_MAST_93_jpg.rf.92e307d02ef6f4fbfc529bef89334317.jpg,curiosity_100_MAST_93_jpg.rf.92e307d02ef6f4fbfc529bef89334317.jpg,.jpg,640,640,3,73869,f1dabc3dc09c6bebfe752a53ee94e30fcb360d3f290eabb48b8c6ca0695aecbf,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_93,curiosity_100_mast_93,UNKNOWN,partial,true,path_folder_boulder,sha_f1dabc3dc09c6beb,
ie1_train_boulder_curiosity_100_MAST_94_jpg.rf.6c1878d93e01dc37a440ee04d995aba2.jpg_25cbff04cd27,train/boulder/curiosity_100_MAST_94_jpg.rf.6c1878d93e01dc37a440ee04d995aba2.jpg,curiosity_100_MAST_94_jpg.rf.6c1878d93e01dc37a440ee04d995aba2.jpg,.jpg,640,640,3,76268,25cbff04cd2713a8a80ffbc8864da2ed3edbea000b515dfb782174906a0f5d2e,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_94,curiosity_100_mast_94,UNKNOWN,partial,true,path_folder_boulder,sha_25cbff04cd2713a8,
ie1_train_boulder_curiosity_100_MAST_96_jpg.rf.25e2c8649020dac10c94bceb7d8c1002.jpg_081da26d115b,train/boulder/curiosity_100_MAST_96_jpg.rf.25e2c8649020dac10c94bceb7d8c1002.jpg,curiosity_100_MAST_96_jpg.rf.25e2c8649020dac10c94bceb7d8c1002.jpg,.jpg,640,640,3,76579,081da26d115b7cdf6f90eb15c2c744c8b599adb1c6d899d44871c38166bb7876,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_96,curiosity_100_mast_96,UNKNOWN,partial,true,path_folder_boulder,sha_081da26d115b7cdf,
ie1_train_boulder_curiosity_100_MAST_97_jpg.rf.00be3caa3d460c073f9099ce92c95e2a.jpg_ce42c4c1fd48,train/boulder/curiosity_100_MAST_97_jpg.rf.00be3caa3d460c073f9099ce92c95e2a.jpg,curiosity_100_MAST_97_jpg.rf.00be3caa3d460c073f9099ce92c95e2a.jpg,.jpg,640,640,3,88172,ce42c4c1fd488332a730262f1a75b9d0798761c39a10cf6ce9a49da8e9ea8bd1,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_97,curiosity_100_mast_97,UNKNOWN,partial,true,path_folder_boulder,sha_ce42c4c1fd488332,
ie1_train_boulder_curiosity_100_MAST_98_jpg.rf.cbfef2cdc6ede14caf862be36f099153.jpg_d518a8cca532,train/boulder/curiosity_100_MAST_98_jpg.rf.cbfef2cdc6ede14caf862be36f099153.jpg,curiosity_100_MAST_98_jpg.rf.cbfef2cdc6ede14caf862be36f099153.jpg,.jpg,640,640,3,82979,d518a8cca532c3f9bfe0389b48bef1d6de97f896f0b999d1508fe770b4238e2c,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_98,curiosity_100_mast_98,UNKNOWN,partial,true,path_folder_boulder,sha_d518a8cca532c3f9,
ie1_train_boulder_curiosity_100_MAST_99_jpg.rf.15bd97cf77c1caa0c9cdd00c8f402dfe.jpg_a9c2fcdea82e,train/boulder/curiosity_100_MAST_99_jpg.rf.15bd97cf77c1caa0c9cdd00c8f402dfe.jpg,curiosity_100_MAST_99_jpg.rf.15bd97cf77c1caa0c9cdd00c8f402dfe.jpg,.jpg,640,640,3,83627,a9c2fcdea82e08590ed849116d504a93ed67fdae0cfe69dc53cf304d3d9d3f68,Curiosity,Mastcam,UNKNOWN,curiosity_100_mast_99,curiosity_100_mast_99,UNKNOWN,partial,true,path_folder_boulder,sha_a9c2fcdea82e0859,
ie1_train_boulder_curiosity_1100_MAST_1003_jpg.rf.445ab361aa68f4ea1d99d84bdccd4153.j_5094ea606e02,train/boulder/curiosity_1100_MAST_1003_jpg.rf.445ab361aa68f4ea1d99d84bdccd4153.jpg,curiosity_1100_MAST_1003_jpg.rf.445ab361aa68f4ea1d99d84bdccd4153.jpg,.jpg,640,640,3,35306,5094ea606e0285550cf9eae3a3032ae7988818ae7451ff2126cb4539818d66f4,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1003,curiosity_1100_mast_1003,UNKNOWN,partial,true,path_folder_boulder,sha_5094ea606e028555,
ie1_train_boulder_curiosity_1100_MAST_1004_jpg.rf.728b2ab11c56fd528d3609c1f74a1097.j_6b94bc030b2d,train/boulder/curiosity_1100_MAST_1004_jpg.rf.728b2ab11c56fd528d3609c1f74a1097.jpg,curiosity_1100_MAST_1004_jpg.rf.728b2ab11c56fd528d3609c1f74a1097.jpg,.jpg,640,640,3,39945,6b94bc030b2d915e6a1eba620265b39649971b773669c70266beb3ed5f371ec3,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1004,curiosity_1100_mast_1004,UNKNOWN,partial,true,path_folder_boulder,sha_6b94bc030b2d915e,
ie1_train_boulder_curiosity_1100_MAST_1005_jpg.rf.44b8bd4f454c4242ca67b6df29f5d08a.j_b320c660dd73,train/boulder/curiosity_1100_MAST_1005_jpg.rf.44b8bd4f454c4242ca67b6df29f5d08a.jpg,curiosity_1100_MAST_1005_jpg.rf.44b8bd4f454c4242ca67b6df29f5d08a.jpg,.jpg,640,640,3,8042,b320c660dd73911ab86b5a6d7414967876981724b0cd21c480cfa40625c745c2,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1005,curiosity_1100_mast_1005,UNKNOWN,partial,true,path_folder_boulder,sha_b320c660dd73911a,
ie1_train_boulder_curiosity_1100_MAST_1006_jpg.rf.b35e7cb532734ddf9f5e21a41d60d21f.j_a87e7eed06e5,train/boulder/curiosity_1100_MAST_1006_jpg.rf.b35e7cb532734ddf9f5e21a41d60d21f.jpg,curiosity_1100_MAST_1006_jpg.rf.b35e7cb532734ddf9f5e21a41d60d21f.jpg,.jpg,640,640,3,34398,a87e7eed06e509023b5d3f27a30a4d2dd6ff81c3a328c32f009a65e692c12587,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1006,curiosity_1100_mast_1006,UNKNOWN,partial,true,path_folder_boulder,sha_a87e7eed06e50902,
ie1_train_boulder_curiosity_1100_MAST_1007_jpg.rf.d0c23635a6991d4792c6778d4c9731c7.j_40a546bb9b38,train/boulder/curiosity_1100_MAST_1007_jpg.rf.d0c23635a6991d4792c6778d4c9731c7.jpg,curiosity_1100_MAST_1007_jpg.rf.d0c23635a6991d4792c6778d4c9731c7.jpg,.jpg,640,640,3,32799,40a546bb9b3893875b5c814dd8df76df2e09992b8e66464b84df8227e1a03eb2,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1007,curiosity_1100_mast_1007,UNKNOWN,partial,true,path_folder_boulder,sha_40a546bb9b389387,
ie1_train_boulder_curiosity_1100_MAST_1009_jpg.rf.b6d274f18447672ae61840b30f68b2e8.j_b4fb480ff7b4,train/boulder/curiosity_1100_MAST_1009_jpg.rf.b6d274f18447672ae61840b30f68b2e8.jpg,curiosity_1100_MAST_1009_jpg.rf.b6d274f18447672ae61840b30f68b2e8.jpg,.jpg,640,640,3,33872,b4fb480ff7b422d2c5c81f82ccf457ad5f3bd694cd852c0e29c0126beecdb285,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1009,curiosity_1100_mast_1009,UNKNOWN,partial,true,path_folder_boulder,sha_b4fb480ff7b422d2,
ie1_train_boulder_curiosity_1100_MAST_1195_jpg.rf.f55d86c15be4bee5c355bf9481a0288c.j_8b9bdc02c25a,train/boulder/curiosity_1100_MAST_1195_jpg.rf.f55d86c15be4bee5c355bf9481a0288c.jpg,curiosity_1100_MAST_1195_jpg.rf.f55d86c15be4bee5c355bf9481a0288c.jpg,.jpg,640,640,3,54451,8b9bdc02c25a1a10af9fda218bd627437dfb137797fbcf6ddb2c8d23e74a0bb0,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1195,curiosity_1100_mast_1195,UNKNOWN,partial,true,path_folder_boulder,sha_8b9bdc02c25a1a10,
ie1_train_boulder_curiosity_1100_MAST_1241_jpg.rf.a473f7c289728fab5c009ff52768703a.j_c97f11121604,train/boulder/curiosity_1100_MAST_1241_jpg.rf.a473f7c289728fab5c009ff52768703a.jpg,curiosity_1100_MAST_1241_jpg.rf.a473f7c289728fab5c009ff52768703a.jpg,.jpg,640,640,3,49164,c97f11121604a6f24cba4fc03182da2246d5947780d42699c128874f179a4f44,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1241,curiosity_1100_mast_1241,UNKNOWN,partial,true,path_folder_boulder,sha_c97f11121604a6f2,
ie1_train_boulder_curiosity_1100_MAST_1299_jpg.rf.805316c78c967ce6e87127ad992af8df.j_f41ac9a67ed5,train/boulder/curiosity_1100_MAST_1299_jpg.rf.805316c78c967ce6e87127ad992af8df.jpg,curiosity_1100_MAST_1299_jpg.rf.805316c78c967ce6e87127ad992af8df.jpg,.jpg,640,640,3,41514,f41ac9a67ed56fb67d40ba0062bad7bc58460963992df83d43a6aaa45280c850,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1299,curiosity_1100_mast_1299,UNKNOWN,partial,true,path_folder_boulder,sha_f41ac9a67ed56fb6,
ie1_train_boulder_curiosity_1100_MAST_1302_jpg.rf.05150e0ca94ff0ca64b9fed2556a9d16.j_6adfdda2a22c,train/boulder/curiosity_1100_MAST_1302_jpg.rf.05150e0ca94ff0ca64b9fed2556a9d16.jpg,curiosity_1100_MAST_1302_jpg.rf.05150e0ca94ff0ca64b9fed2556a9d16.jpg,.jpg,640,640,3,28999,6adfdda2a22c77a614cf3495072c822a518f91e8f4fc3304cf8a7e01c12c7dec,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1302,curiosity_1100_mast_1302,UNKNOWN,partial,true,path_folder_boulder,sha_6adfdda2a22c77a6,
ie1_train_boulder_curiosity_1100_MAST_1305_jpg.rf.311d3b686531377dbe6882e56f006aaa.j_81435847e591,train/boulder/curiosity_1100_MAST_1305_jpg.rf.311d3b686531377dbe6882e56f006aaa.jpg,curiosity_1100_MAST_1305_jpg.rf.311d3b686531377dbe6882e56f006aaa.jpg,.jpg,640,640,3,52455,81435847e59118ce5618e010d36c31f3e4438e361c811b2e08b566d1f844df8e,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1305,curiosity_1100_mast_1305,UNKNOWN,partial,true,path_folder_boulder,sha_81435847e59118ce,
ie1_train_boulder_curiosity_1100_MAST_1350_jpg.rf.f6c18b6121c3812742fd80702b51a0d5.j_3128fb1ad3e6,train/boulder/curiosity_1100_MAST_1350_jpg.rf.f6c18b6121c3812742fd80702b51a0d5.jpg,curiosity_1100_MAST_1350_jpg.rf.f6c18b6121c3812742fd80702b51a0d5.jpg,.jpg,640,640,3,71439,3128fb1ad3e635283f0a0fb9dab681812351fd42b3466573d39faebf9419e41e,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1350,curiosity_1100_mast_1350,UNKNOWN,partial,true,path_folder_boulder,sha_3128fb1ad3e63528,
ie1_train_boulder_curiosity_1100_MAST_1351_jpg.rf.5b5313ad851bbdb949e6c9e3e910d752.j_b67427313d87,train/boulder/curiosity_1100_MAST_1351_jpg.rf.5b5313ad851bbdb949e6c9e3e910d752.jpg,curiosity_1100_MAST_1351_jpg.rf.5b5313ad851bbdb949e6c9e3e910d752.jpg,.jpg,640,640,3,57232,b67427313d87631738ce53945d6af5d642e51cedee5f7e0b1d09a9681356bda3,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1351,curiosity_1100_mast_1351,UNKNOWN,partial,true,path_folder_boulder,sha_b67427313d876317,
ie1_train_boulder_curiosity_1100_MAST_1352_jpg.rf.b260bf792ccf59f2d3f399e1cd488381.j_aabbb143f2f8,train/boulder/curiosity_1100_MAST_1352_jpg.rf.b260bf792ccf59f2d3f399e1cd488381.jpg,curiosity_1100_MAST_1352_jpg.rf.b260bf792ccf59f2d3f399e1cd488381.jpg,.jpg,640,640,3,55130,aabbb143f2f8ca5b60cd232ad82376f2675de23b5fb342c56895adaf0b4f48b4,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1352,curiosity_1100_mast_1352,UNKNOWN,partial,true,path_folder_boulder,sha_aabbb143f2f8ca5b,
ie1_train_boulder_curiosity_1100_MAST_1419_jpg.rf.b818dfb243f2a247dab5a6a1f177a50c.j_24321c5dfb73,train/boulder/curiosity_1100_MAST_1419_jpg.rf.b818dfb243f2a247dab5a6a1f177a50c.jpg,curiosity_1100_MAST_1419_jpg.rf.b818dfb243f2a247dab5a6a1f177a50c.jpg,.jpg,640,640,3,65808,24321c5dfb73f846f94e00c30168b21c72e98d4cd64dd7ed9aab979d13d3a29e,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1419,curiosity_1100_mast_1419,UNKNOWN,partial,true,path_folder_boulder,sha_24321c5dfb73f846,
ie1_train_boulder_curiosity_1100_MAST_1423_jpg.rf.6522651c65f6d102da396d29d11054d1.j_a96207bf60fa,train/boulder/curiosity_1100_MAST_1423_jpg.rf.6522651c65f6d102da396d29d11054d1.jpg,curiosity_1100_MAST_1423_jpg.rf.6522651c65f6d102da396d29d11054d1.jpg,.jpg,640,640,3,88456,a96207bf60fafab9affaf189239abf6e25972f2b4b62ba2bb6c9c61b65c10454,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1423,curiosity_1100_mast_1423,UNKNOWN,partial,true,path_folder_boulder,sha_a96207bf60fafab9,
ie1_train_boulder_curiosity_1100_MAST_1424_jpg.rf.1f5bf73824191b6fb3d77ad959e1fdd0.j_a01274d5f019,train/boulder/curiosity_1100_MAST_1424_jpg.rf.1f5bf73824191b6fb3d77ad959e1fdd0.jpg,curiosity_1100_MAST_1424_jpg.rf.1f5bf73824191b6fb3d77ad959e1fdd0.jpg,.jpg,640,640,3,91926,a01274d5f019ec5626ce03ad9c4ba20e214382653d1d84c7d84ba0e446cb1daf,Curiosity,Mastcam,UNKNOWN,curiosity_1100_mast_1424,curiosity_1100_mast_1424,UNKNOWN,partial,true,path_folder_boulder,sha_a01274d5f019ec56,
